asset_id,asset_name,department,asset_type,owner_role,location,criticality,internet_exposed,cloud_or_onprem,business_value,base_score
AST-0267,Network Switch_267,Legal,Network Switch,Legal Admin,New York,Critical,No,On-Prem,65,65.0
AST-0268,Server_268,R&D,Server,R&D Admin,On-Prem,Medium,No,On-Prem,64,32.0
AST-0269,Database_269,Legal,Database,Legal Admin,Tokyo,Critical,Yes,On-Prem,61,61.0
AST-0270,Network Switch_270,HR,Network Switch,HR Admin,New York,Low,No,On-Prem,56,11.200000000000001
AST-0271,Network Switch_271,Legal,Network Switch,Legal Admin,Singapore,Critical,No,On-Prem,41,41.0
AST-0272,Mobile Device_272,Legal,Mobile Device,Legal Admin,Tokyo,Critical,No,On-Prem,60,60.0
AST-0273,Workstation_273,Operations,Workstation,Operations Admin,New York,Medium,No,On-Prem,31,15.5
AST-0274,Mobile Device_274,IT,Mobile Device,IT Admin,Tokyo,Critical,No,On-Prem,98,98.0
AST-0275,IoT Device_275,Operations,IoT Device,Operations Admin,New York,High,No,On-Prem,40,32.0
AST-0276,Database_276,HR,Database,HR Admin,On-Prem,High,Yes,On-Prem,32,25.6
AST-0277,Workstation_277,IT,Workstation,IT Admin,Dublin,High,No,On-Prem,84,67.2
AST-0278,IoT Device_278,R&D,IoT Device,R&D Admin,London,Medium,No,On-Prem,50,25.0
AST-0279,Server_279,R&D,Server,R&D Admin,Tokyo,Low,No,On-Prem,66,13.200000000000001
AST-0280,Database_280,Finance,Database,Finance Admin,Singapore,Critical,No,On-Prem,79,79.0
AST-0281,Server_281,Finance,Server,Finance Admin,New York,High,No,On-Prem,96,76.80000000000001
AST-0282,Mobile Device_282,IT,Mobile Device,IT Admin,Dublin,High,No,On-Prem,84,67.2
AST-0283,Cloud Instance_283,Finance,Cloud Instance,Finance Admin,Dublin,Critical,No,Cloud,80,80.0
AST-0284,Server_284,HR,Server,HR Admin,On-Prem,Low,No,On-Prem,23,4.6000000000000005
AST-0285,Mobile Device_285,IT,Mobile Device,IT Admin,London,Critical,No,On-Prem,71,71.0
AST-0286,Cloud Instance_286,R&D,Cloud Instance,R&D Admin,Tokyo,High,No,Cloud,56,44.800000000000004
AST-0287,Cloud Instance_287,Legal,Cloud Instance,Legal Admin,New York,Medium,No,Cloud,16,8.0
AST-0288,Server_288,Operations,Server,Operations Admin,On-Prem,Low,No,On-Prem,46,9.200000000000001
AST-0289,Database_289,HR,Database,HR Admin,Tokyo,Critical,No,On-Prem,28,28.0
AST-0290,Workstation_290,Legal,Workstation,Legal Admin,Dublin,Critical,No,On-Prem,49,49.0
AST-0291,IoT Device_291,Legal,IoT Device,Legal Admin,On-Prem,Medium,No,On-Prem,26,13.0
AST-0292,IoT Device_292,IT,IoT Device,IT Admin,Tokyo,High,No,On-Prem,86,68.8
AST-0293,Database_293,Finance,Database,Finance Admin,Tokyo,High,Yes,On-Prem,75,60.0
AST-0294,Workstation_294,R&D,Workstation,R&D Admin,London,High,No,On-Prem,27,21.6
AST-0295,Database_295,IT,Database,IT Admin,On-Prem,Critical,Yes,On-Prem,86,86.0
AST-0296,Network Switch_296,Operations,Network Switch,Operations Admin,London,High,No,On-Prem,58,46.400000000000006
AST-0297,Workstation_297,HR,Workstation,HR Admin,New York,High,No,On-Prem,66,52.800000000000004
AST-0298,Database_298,Legal,Database,Legal Admin,On-Prem,High,No,On-Prem,66,52.800000000000004
AST-0299,Workstation_299,R&D,Workstation,R&D Admin,Singapore,High,No,On-Prem,49,39.2
AST-0300,Database_300,Sales,Database,Sales Admin,Singapore,Low,No,On-Prem,69,13.8
AST-0301,Workstation_301,Legal,Workstation,Legal Admin,Tokyo,High,No,On-Prem,27,21.6
AST-0302,IoT Device_302,Finance,IoT Device,Finance Admin,Tokyo,High,No,On-Prem,97,77.60000000000001
AST-0303,IoT Device_303,IT,IoT Device,IT Admin,New York,Critical,No,On-Prem,79,79.0
AST-0304,Database_304,HR,Database,HR Admin,Singapore,Low,Yes,On-Prem,75,15.0
AST-0305,Workstation_305,IT,Workstation,IT Admin,Tokyo,High,No,On-Prem,98,78.4
AST-0306,Cloud Instance_306,Finance,Cloud Instance,Finance Admin,London,Critical,No,Cloud,82,82.0
AST-0307,Server_307,Legal,Server,Legal Admin,Tokyo,Medium,Yes,On-Prem,38,19.0
AST-0308,Network Switch_308,IT,Network Switch,IT Admin,London,High,No,On-Prem,95,76.0
AST-0309,Server_309,HR,Server,HR Admin,On-Prem,Medium,Yes,On-Prem,70,35.0
AST-0310,Cloud Instance_310,R&D,Cloud Instance,R&D Admin,Tokyo,Critical,Yes,Cloud,20,20.0
AST-0311,Network Switch_311,Sales,Network Switch,Sales Admin,On-Prem,High,No,On-Prem,80,64.0
AST-0312,Server_312,Legal,Server,Legal Admin,New York,Medium,No,On-Prem,40,20.0
AST-0313,Workstation_313,Finance,Workstation,Finance Admin,Dublin,High,No,On-Prem,90,72.0
AST-0314,Server_314,R&D,Server,R&D Admin,On-Prem,Critical,Yes,On-Prem,73,73.0
AST-0315,IoT Device_315,Sales,IoT Device,Sales Admin,Singapore,High,No,On-Prem,47,37.6
AST-0316,Mobile Device_316,Finance,Mobile Device,Finance Admin,Dublin,High,No,On-Prem,77,61.6
AST-0317,Workstation_317,Legal,Workstation,Legal Admin,Tokyo,Critical,No,On-Prem,77,77.0
AST-0318,Mobile Device_318,IT,Mobile Device,IT Admin,Singapore,Critical,No,On-Prem,82,82.0
AST-0319,IoT Device_319,Finance,IoT Device,Finance Admin,Tokyo,High,No,On-Prem,81,64.8
AST-0320,Database_320,Finance,Database,Finance Admin,On-Prem,Critical,Yes,On-Prem,81,81.0
AST-0321,Network Switch_321,IT,Network Switch,IT Admin,New York,High,No,On-Prem,74,59.2
AST-0322,Mobile Device_322,Operations,Mobile Device,Operations Admin,On-Prem,Medium,No,On-Prem,32,16.0
AST-0323,IoT Device_323,R&D,IoT Device,R&D Admin,London,Low,No,On-Prem,33,6.6000000000000005
AST-0324,IoT Device_324,IT,IoT Device,IT Admin,Tokyo,High,No,On-Prem,71,56.800000000000004
AST-0325,Server_325,Sales,Server,Sales Admin,Tokyo,High,No,On-Prem,15,12.0
AST-0326,Network Switch_326,Legal,Network Switch,Legal Admin,New York,Low,No,On-Prem,42,8.4
AST-0327,Database_327,Sales,Database,Sales Admin,Tokyo,Medium,No,On-Prem,16,8.0
AST-0328,Network Switch_328,IT,Network Switch,IT Admin,Singapore,High,No,On-Prem,83,66.4
AST-0329,Cloud Instance_329,R&D,Cloud Instance,R&D Admin,On-Prem,Medium,No,Cloud,33,16.5
AST-0330,Database_330,R&D,Database,R&D Admin,New York,Medium,No,On-Prem,20,10.0
AST-0331,Mobile Device_331,Legal,Mobile Device,Legal Admin,Tokyo,High,No,On-Prem,79,63.2
AST-0332,Server_332,Operations,Server,Operations Admin,Tokyo,Critical,No,On-Prem,51,51.0
AST-0333,Mobile Device_333,R&D,Mobile Device,R&D Admin,On-Prem,Low,No,On-Prem,31,6.2
AST-0334,Database_334,R&D,Database,R&D Admin,Dublin,Low,No,On-Prem,15,3.0
AST-0335,Database_335,Legal,Database,Legal Admin,Tokyo,Critical,No,On-Prem,19,19.0
AST-0336,Server_336,HR,Server,HR Admin,London,High,Yes,On-Prem,66,52.800000000000004
AST-0337,Workstation_337,IT,Workstation,IT Admin,Singapore,High,No,On-Prem,81,64.8
AST-0338,Mobile Device_338,Finance,Mobile Device,Finance Admin,Singapore,Critical,No,On-Prem,91,91.0
AST-0339,Database_339,Operations,Database,Operations Admin,Dublin,Low,Yes,On-Prem,19,3.8000000000000003
AST-0340,Cloud Instance_340,Operations,Cloud Instance,Operations Admin,New York,Medium,Yes,Cloud,45,22.5
AST-0341,IoT Device_341,Finance,IoT Device,Finance Admin,Dublin,Critical,No,On-Prem,85,85.0
AST-0342,Mobile Device_342,Legal,Mobile Device,Legal Admin,Tokyo,Critical,No,On-Prem,43,43.0
AST-0343,Workstation_343,R&D,Workstation,R&D Admin,London,Medium,No,On-Prem,72,36.0
AST-0344,Workstation_344,IT,Workstation,IT Admin,London,Critical,No,On-Prem,84,84.0
AST-0345,Server_345,R&D,Server,R&D Admin,Dublin,Medium,Yes,On-Prem,54,27.0
AST-0346,Database_346,Marketing,Database,Marketing Admin,Dublin,High,No,On-Prem,32,25.6
AST-0347,Server_347,Sales,Server,Sales Admin,Singapore,High,Yes,On-Prem,27,21.6
AST-0348,Database_348,Finance,Database,Finance Admin,Dublin,High,Yes,On-Prem,84,67.2
AST-0349,Server_349,IT,Server,IT Admin,Dublin,High,No,On-Prem,82,65.60000000000001
AST-0350,Network Switch_350,Legal,Network Switch,Legal Admin,London,Low,No,On-Prem,19,3.8000000000000003
AST-0351,IoT Device_351,Operations,IoT Device,Operations Admin,Singapore,Critical,No,On-Prem,67,67.0
AST-0352,Workstation_352,Operations,Workstation,Operations Admin,Singapore,High,No,On-Prem,26,20.8
AST-0353,Network Switch_353,Finance,Network Switch,Finance Admin,London,Critical,No,On-Prem,86,86.0
AST-0354,Workstation_354,Marketing,Workstation,Marketing Admin,On-Prem,High,No,On-Prem,51,40.800000000000004
AST-0355,Database_355,Sales,Database,Sales Admin,London,Medium,No,On-Prem,20,10.0
AST-0356,Workstation_356,Marketing,Workstation,Marketing Admin,New York,Medium,No,On-Prem,78,39.0
AST-0357,Mobile Device_357,HR,Mobile Device,HR Admin,On-Prem,High,No,On-Prem,31,24.8
AST-0358,Network Switch_358,Operations,Network Switch,Operations Admin,New York,Critical,No,On-Prem,13,13.0
AST-0359,IoT Device_359,Finance,IoT Device,Finance Admin,London,High,No,On-Prem,90,72.0
AST-0360,Mobile Device_360,Legal,Mobile Device,Legal Admin,On-Prem,Critical,No,On-Prem,73,73.0
AST-0361,IoT Device_361,Marketing,IoT Device,Marketing Admin,London,Medium,No,On-Prem,71,35.5
AST-0362,Database_362,Legal,Database,Legal Admin,London,Low,Yes,On-Prem,19,3.8000000000000003
AST-0363,Cloud Instance_363,R&D,Cloud Instance,R&D Admin,Tokyo,Low,Yes,Cloud,69,13.8
AST-0364,Database_364,HR,Database,HR Admin,London,Medium,No,On-Prem,54,27.0
AST-0365,Mobile Device_365,Operations,Mobile Device,Operations Admin,London,Critical,No,On-Prem,50,50.0
AST-0366,Server_366,R&D,Server,R&D Admin,London,Medium,Yes,On-Prem,67,33.5
AST-0367,Server_367,IT,Server,IT Admin,Dublin,High,No,On-Prem,100,80.0
AST-0368,Workstation_368,Legal,Workstation,Legal Admin,Dublin,High,No,On-Prem,51,40.800000000000004
AST-0369,Workstation_369,Operations,Workstation,Operations Admin,Dublin,High,No,On-Prem,73,58.400000000000006
AST-0370,Cloud Instance_370,R&D,Cloud Instance,R&D Admin,New York,Medium,Yes,Cloud,73,36.5
AST-0371,Mobile Device_371,Legal,Mobile Device,Legal Admin,London,Low,No,On-Prem,40,8.0
AST-0372,Server_372,Operations,Server,Operations Admin,Dublin,Critical,No,On-Prem,46,46.0
AST-0373,Database_373,R&D,Database,R&D Admin,London,Critical,No,On-Prem,23,23.0
AST-0374,IoT Device_374,Marketing,IoT Device,Marketing Admin,Tokyo,Medium,No,On-Prem,61,30.5
AST-0375,Cloud Instance_375,Finance,Cloud Instance,Finance Admin,Tokyo,Critical,Yes,Cloud,88,88.0
AST-0376,Server_376,Marketing,Server,Marketing Admin,Dublin,Low,No,On-Prem,74,14.8
AST-0377,Network Switch_377,Marketing,Network Switch,Marketing Admin,New York,Critical,No,On-Prem,26,26.0
AST-0378,Database_378,Legal,Database,Legal Admin,London,Medium,Yes,On-Prem,56,28.0
AST-0379,Mobile Device_379,Legal,Mobile Device,Legal Admin,New York,Critical,No,On-Prem,15,15.0
AST-0380,IoT Device_380,HR,IoT Device,HR Admin,Dublin,Medium,No,On-Prem,70,35.0
AST-0381,Workstation_381,R&D,Workstation,R&D Admin,Dublin,High,No,On-Prem,51,40.800000000000004
AST-0382,Workstation_382,Operations,Workstation,Operations Admin,Dublin,Low,No,On-Prem,48,9.600000000000001
AST-0383,Mobile Device_383,Operations,Mobile Device,Operations Admin,Singapore,Low,No,On-Prem,48,9.600000000000001
AST-0384,Database_384,Finance,Database,Finance Admin,Singapore,High,Yes,On-Prem,91,72.8
AST-0385,Network Switch_385,Marketing,Network Switch,Marketing Admin,Tokyo,Critical,No,On-Prem,70,70.0
AST-0386,IoT Device_386,Sales,IoT Device,Sales Admin,London,Critical,No,On-Prem,71,71.0
AST-0387,Workstation_387,Legal,Workstation,Legal Admin,Dublin,High,No,On-Prem,14,11.200000000000001
AST-0388,Workstation_388,IT,Workstation,IT Admin,Tokyo,Critical,No,On-Prem,84,84.0
AST-0389,Workstation_389,Legal,Workstation,Legal Admin,Singapore,Low,No,On-Prem,36,7.2
AST-0390,Network Switch_390,R&D,Network Switch,R&D Admin,Dublin,Critical,No,On-Prem,27,27.0
AST-0391,Mobile Device_391,Sales,Mobile Device,Sales Admin,Dublin,Medium,No,On-Prem,71,35.5
AST-0392,Database_392,Legal,Database,Legal Admin,Dublin,High,No,On-Prem,68,54.400000000000006
AST-0393,IoT Device_393,Operations,IoT Device,Operations Admin,London,Medium,No,On-Prem,71,35.5
AST-0394,Database_394,Sales,Database,Sales Admin,Tokyo,Medium,No,On-Prem,38,19.0
AST-0395,IoT Device_395,Sales,IoT Device,Sales Admin,Singapore,Low,No,On-Prem,50,10.0
AST-0396,Mobile Device_396,Operations,Mobile Device,Operations Admin,New York,Medium,No,On-Prem,46,23.0
AST-0397,Cloud Instance_397,Legal,Cloud Instance,Legal Admin,New York,Medium,No,Cloud,28,14.0
AST-0398,IoT Device_398,Marketing,IoT Device,Marketing Admin,Singapore,Critical,No,On-Prem,54,54.0
AST-0399,IoT Device_399,Marketing,IoT Device,Marketing Admin,London,Low,No,On-Prem,37,7.4
AST-0400,Mobile Device_400,Marketing,Mobile Device,Marketing Admin,New York,Medium,No,On-Prem,27,13.5
AST-0401,Workstation_401,Sales,Workstation,Sales Admin,London,Critical,No,On-Prem,77,77.0
AST-0402,Server_402,Sales,Server,Sales Admin,On-Prem,Critical,No,On-Prem,62,62.0
AST-0403,Server_403,R&D,Server,R&D Admin,Singapore,High,Yes,On-Prem,10,8.0
AST-0404,Cloud Instance_404,R&D,Cloud Instance,R&D Admin,Tokyo,High,No,Cloud,46,36.800000000000004
AST-0405,Network Switch_405,Finance,Network Switch,Finance Admin,Dublin,Critical,No,On-Prem,90,90.0
AST-0406,Mobile Device_406,Sales,Mobile Device,Sales Admin,Singapore,Critical,No,On-Prem,32,32.0
AST-0407,Server_407,HR,Server,HR Admin,On-Prem,Low,Yes,On-Prem,73,14.600000000000001
AST-0408,Server_408,Marketing,Server,Marketing Admin,Tokyo,Critical,Yes,On-Prem,48,48.0
AST-0409,Cloud Instance_409,Marketing,Cloud Instance,Marketing Admin,Tokyo,Low,No,Cloud,27,5.4
AST-0410,Network Switch_410,Sales,Network Switch,Sales Admin,London,Critical,No,On-Prem,52,52.0
AST-0411,IoT Device_411,R&D,IoT Device,R&D Admin,New York,Medium,No,On-Prem,33,16.5
AST-0412,Network Switch_412,Operations,Network Switch,Operations Admin,London,Medium,No,On-Prem,34,17.0
AST-0413,Network Switch_413,Legal,Network Switch,Legal Admin,Tokyo,Low,No,On-Prem,75,15.0
AST-0414,Cloud Instance_414,IT,Cloud Instance,IT Admin,Singapore,Critical,Yes,Cloud,75,75.0
AST-0415,Workstation_415,Operations,Workstation,Operations Admin,Singapore,Critical,No,On-Prem,43,43.0
AST-0416,Cloud Instance_416,Sales,Cloud Instance,Sales Admin,Dublin,Medium,No,Cloud,52,26.0
AST-0417,Database_417,Finance,Database,Finance Admin,New York,High,Yes,On-Prem,92,73.60000000000001
AST-0418,Cloud Instance_418,IT,Cloud Instance,IT Admin,On-Prem,High,No,Cloud,75,60.0
AST-0419,IoT Device_419,Marketing,IoT Device,Marketing Admin,Tokyo,Critical,No,On-Prem,47,47.0
AST-0420,Workstation_420,Sales,Workstation,Sales Admin,London,High,No,On-Prem,71,56.800000000000004
AST-0421,IoT Device_421,R&D,IoT Device,R&D Admin,On-Prem,Medium,No,On-Prem,63,31.5
AST-0422,Network Switch_422,R&D,Network Switch,R&D Admin,On-Prem,High,No,On-Prem,41,32.800000000000004
AST-0423,Mobile Device_423,IT,Mobile Device,IT Admin,On-Prem,High,No,On-Prem,86,68.8
AST-0424,Server_424,Operations,Server,Operations Admin,Dublin,Critical,Yes,On-Prem,17,17.0
AST-0425,Workstation_425,HR,Workstation,HR Admin,Singapore,Medium,No,On-Prem,76,38.0
AST-0426,IoT Device_426,IT,IoT Device,IT Admin,Dublin,Critical,No,On-Prem,92,92.0
AST-0427,Server_427,R&D,Server,R&D Admin,London,Low,No,On-Prem,17,3.4000000000000004
AST-0428,Cloud Instance_428,Legal,Cloud Instance,Legal Admin,On-Prem,Critical,No,Cloud,69,69.0
AST-0429,Cloud Instance_429,Finance,Cloud Instance,Finance Admin,On-Prem,High,Yes,Cloud,96,76.80000000000001
AST-0430,Mobile Device_430,Sales,Mobile Device,Sales Admin,Singapore,Critical,No,On-Prem,15,15.0
AST-0431,IoT Device_431,Operations,IoT Device,Operations Admin,New York,Critical,No,On-Prem,79,79.0
AST-0432,Cloud Instance_432,IT,Cloud Instance,IT Admin,London,Critical,No,Cloud,79,79.0
AST-0433,Network Switch_433,HR,Network Switch,HR Admin,Singapore,Low,No,On-Prem,57,11.4
AST-0434,Network Switch_434,R&D,Network Switch,R&D Admin,New York,Low,No,On-Prem,58,11.600000000000001
AST-0435,IoT Device_435,HR,IoT Device,HR Admin,London,Medium,No,On-Prem,25,12.5
AST-0436,Mobile Device_436,Legal,Mobile Device,Legal Admin,New York,High,No,On-Prem,38,30.400000000000002
AST-0437,Database_437,Finance,Database,Finance Admin,Dublin,High,No,On-Prem,91,72.8
AST-0438,Network Switch_438,Legal,Network Switch,Legal Admin,Singapore,High,No,On-Prem,41,32.800000000000004
AST-0439,Workstation_439,Operations,Workstation,Operations Admin,On-Prem,Medium,No,On-Prem,34,17.0
AST-0440,Server_440,IT,Server,IT Admin,London,High,Yes,On-Prem,89,71.2
AST-0441,Server_441,Sales,Server,Sales Admin,Dublin,Critical,No,On-Prem,14,14.0
AST-0442,Workstation_442,Finance,Workstation,Finance Admin,Singapore,Critical,No,On-Prem,82,82.0
AST-0443,Mobile Device_443,Sales,Mobile Device,Sales Admin,London,High,No,On-Prem,17,13.600000000000001
AST-0444,Workstation_444,Marketing,Workstation,Marketing Admin,London,Medium,No,On-Prem,51,25.5
AST-0445,Workstation_445,Marketing,Workstation,Marketing Admin,Tokyo,High,No,On-Prem,62,49.6
AST-0446,Server_446,Marketing,Server,Marketing Admin,New York,High,No,On-Prem,64,51.2
AST-0447,IoT Device_447,Operations,IoT Device,Operations Admin,Tokyo,Low,No,On-Prem,77,15.4
AST-0448,Cloud Instance_448,Legal,Cloud Instance,Legal Admin,London,High,No,Cloud,48,38.400000000000006
AST-0449,Workstation_449,R&D,Workstation,R&D Admin,On-Prem,High,No,On-Prem,48,38.400000000000006
AST-0450,Network Switch_450,HR,Network Switch,HR Admin,Dublin,Low,No,On-Prem,17,3.4000000000000004
AST-0451,Cloud Instance_451,Legal,Cloud Instance,Legal Admin,Tokyo,High,Yes,Cloud,59,47.2
AST-0452,Database_452,Sales,Database,Sales Admin,New York,Critical,No,On-Prem,67,67.0
AST-0453,Server_453,Sales,Server,Sales Admin,New York,Medium,Yes,On-Prem,58,29.0
AST-0454,Network Switch_454,Sales,Network Switch,Sales Admin,London,High,No,On-Prem,71,56.800000000000004
AST-0455,Database_455,Operations,Database,Operations Admin,On-Prem,Critical,Yes,On-Prem,37,37.0
AST-0456,IoT Device_456,IT,IoT Device,IT Admin,London,High,No,On-Prem,99,79.2
AST-0457,Cloud Instance_457,Sales,Cloud Instance,Sales Admin,Tokyo,High,No,Cloud,80,64.0
AST-0458,Cloud Instance_458,Legal,Cloud Instance,Legal Admin,Tokyo,Medium,No,Cloud,49,24.5
AST-0459,Cloud Instance_459,R&D,Cloud Instance,R&D Admin,London,Critical,No,Cloud,70,70.0
AST-0460,Database_460,Operations,Database,Operations Admin,On-Prem,Low,Yes,On-Prem,15,3.0
AST-0461,Server_461,HR,Server,HR Admin,Tokyo,Medium,No,On-Prem,80,40.0
AST-0462,Workstation_462,HR,Workstation,HR Admin,Singapore,Medium,No,On-Prem,39,19.5
AST-0463,Cloud Instance_463,Sales,Cloud Instance,Sales Admin,On-Prem,Medium,No,Cloud,42,21.0
AST-0464,Cloud Instance_464,R&D,Cloud Instance,R&D Admin,London,High,Yes,Cloud,55,44.0
AST-0465,Workstation_465,R&D,Workstation,R&D Admin,New York,Critical,No,On-Prem,77,77.0
AST-0466,Network Switch_466,IT,Network Switch,IT Admin,New York,Critical,No,On-Prem,94,94.0
AST-0467,Workstation_467,Legal,Workstation,Legal Admin,On-Prem,High,No,On-Prem,18,14.4
AST-0468,Server_468,HR,Server,HR Admin,Tokyo,High,No,On-Prem,74,59.2
AST-0469,Mobile Device_469,Finance,Mobile Device,Finance Admin,Singapore,High,No,On-Prem,91,72.8
AST-0470,Server_470,Finance,Server,Finance Admin,Dublin,High,Yes,On-Prem,70,56.0
AST-0471,Mobile Device_471,Marketing,Mobile Device,Marketing Admin,Dublin,Medium,No,On-Prem,12,6.0
AST-0472,Network Switch_472,Legal,Network Switch,Legal Admin,New York,High,No,On-Prem,23,18.400000000000002
AST-0473,Workstation_473,HR,Workstation,HR Admin,Tokyo,High,No,On-Prem,77,61.6
AST-0474,Database_474,Operations,Database,Operations Admin,Singapore,Low,No,On-Prem,20,4.0
AST-0475,Mobile Device_475,R&D,Mobile Device,R&D Admin,Tokyo,High,No,On-Prem,38,30.400000000000002
AST-0476,IoT Device_476,IT,IoT Device,IT Admin,Singapore,Critical,No,On-Prem,72,72.0
AST-0477,Cloud Instance_477,Legal,Cloud Instance,Legal Admin,On-Prem,Low,Yes,Cloud,17,3.4000000000000004
AST-0478,Server_478,HR,Server,HR Admin,Dublin,Low,No,On-Prem,65,13.0
AST-0479,Mobile Device_479,IT,Mobile Device,IT Admin,London,Critical,No,On-Prem,77,77.0
AST-0480,Database_480,R&D,Database,R&D Admin,Dublin,Critical,No,On-Prem,19,19.0
AST-0481,Workstation_481,Finance,Workstation,Finance Admin,London,High,No,On-Prem,70,56.0
AST-0482,Network Switch_482,HR,Network Switch,HR Admin,Tokyo,Low,No,On-Prem,19,3.8000000000000003
AST-0483,Mobile Device_483,HR,Mobile Device,HR Admin,On-Prem,High,No,On-Prem,59,47.2
AST-0484,Cloud Instance_484,Operations,Cloud Instance,Operations Admin,New York,High,No,Cloud,20,16.0
AST-0485,Cloud Instance_485,IT,Cloud Instance,IT Admin,Tokyo,Critical,Yes,Cloud,96,96.0
AST-0486,Network Switch_486,Legal,Network Switch,Legal Admin,On-Prem,Medium,No,On-Prem,13,6.5
AST-0487,Network Switch_487,Marketing,Network Switch,Marketing Admin,London,Low,No,On-Prem,72,14.4
AST-0488,Mobile Device_488,Operations,Mobile Device,Operations Admin,London,Low,No,On-Prem,65,13.0
AST-0489,Server_489,Legal,Server,Legal Admin,New York,Medium,Yes,On-Prem,41,20.5
AST-0490,Workstation_490,Marketing,Workstation,Marketing Admin,On-Prem,Low,No,On-Prem,29,5.800000000000001
AST-0491,Database_491,Legal,Database,Legal Admin,New York,Medium,Yes,On-Prem,23,11.5
AST-0492,Cloud Instance_492,Marketing,Cloud Instance,Marketing Admin,London,Medium,Yes,Cloud,44,22.0
AST-0493,Workstation_493,IT,Workstation,IT Admin,Dublin,High,No,On-Prem,84,67.2
AST-0494,Server_494,Legal,Server,Legal Admin,Dublin,Critical,No,On-Prem,21,21.0
AST-0495,Mobile Device_495,IT,Mobile Device,IT Admin,Singapore,High,No,On-Prem,97,77.60000000000001
AST-0496,Database_496,Finance,Database,Finance Admin,On-Prem,High,Yes,On-Prem,82,65.60000000000001
AST-0497,Mobile Device_497,Sales,Mobile Device,Sales Admin,London,High,No,On-Prem,58,46.400000000000006
AST-0498,Database_498,HR,Database,HR Admin,London,Medium,No,On-Prem,44,22.0
AST-0499,Workstation_499,IT,Workstation,IT Admin,Singapore,High,No,On-Prem,78,62.400000000000006
AST-0500,Cloud Instance_500,Marketing,Cloud Instance,Marketing Admin,London,Critical,No,Cloud,56,56.0
